bucket,confidence,cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,due_plus_30_grace,initial_matrix_status,initial_matrix_publication_date,initial_matrix_source,current_review_status,current_evidence_url,current_evidence_type,current_evidence_excerpt,committed_current_sec_status,committed_current_sec_found_date,committed_current_sec_found_url,committed_wayback_status,committed_wayback_found_date,committed_wayback_found_url,committed_fts_status,review_reason,review_notes
released_after_required_window,high,1605888,ATLN,ATLANTIC INTERNATIONAL CORP.,2021-08-27,2022-08-27,2022-09-26,published_late,2023-03-16,https://www.sec.gov/Archives/edgar/data/1605888/000121390023020621/f10k2022_seqllinc.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1605888/000121390023020621/f10k2022_seqllinc.htm,edgar_filing,"Board Diversity Matrix (As of March 7, 2023). Total Number of Directors 4. Directors Female 1, Male 2, Did Not Disclose Gender 1.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Search found 2024 SEC matrix and Browser confirmed substantive matrix; targeted reclassification selected earlier existing 2023 10-K matrix observation.
released_after_required_window,high,1856028,,"Stronghold Digital Mining, Inc.",2021-10-20,2022-10-20,2022-11-19,published_late,2023-05-01,https://www.sec.gov/Archives/edgar/data/1856028/000114036123021620/ny20008399x1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1856028/000114036124022864/ny20021834x1_def14a.htm,edgar_filing,"Board Diversity Matrix (As of April 29, 2024). Total Number of Directors 7. Directors Female 2 Male 5 Non-Binary 0 Did Not Disclose Gender 0.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus 2022-10-20 due date.
released_after_required_window,high,1653384,RWAY,Runway Growth Finance Corp.,2021-10-21,2022-10-21,2022-11-20,published_late,2023-05-04,https://www.sec.gov/Archives/edgar/data/1653384/000110465923053106/tm231923-1_def14a.htm,found_late_existing_observation_reclassified,https://www.sec.gov/Archives/edgar/data/1653384/000110465923053106/tm231923-1_def14a.htm,edgar_filing,"BOARD DIVERSITY MATRIX (as of April 28, 2023). Total Number of Directors 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Existing SQLite observation was substantive; targeted reclassification moved row to published_late.
released_after_required_window,high,1870940,AIRS,"Airsculpt Technologies, Inc.",2021-10-29,2022-10-29,2022-11-28,published_late,2024-08-08,https://investors.elitebodysculpture.com/corporate-governance/board-of-directors/,found_late_issuer_site_browser_confirmed,https://investors.elitebodysculpture.com/corporate-governance/board-of-directors/,issuer_website_current,"Board Diversity Matrix (As of August 8, 2024). Total Number of Directors 7. Directors Female 2 Male 5. Asian 1; White 1/5; LGBTQ+ 1.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive current issuer-site matrix; late versus initial due date.
released_after_required_window,high,1392694,SURG,"SurgePays, Inc.",2021-11-03,2022-11-03,2022-12-03,published_late,2024-03-12,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm,found_late_existing_observation_reclassified,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm,edgar_filing,"Board Diversity Matrix (as of June 5, 2023). Part I: Gender Identity Male 4 Female 1.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Existing SQLite observation was substantive; targeted reclassification moved row to published_late.
released_after_required_window,high,1872529,MDXH,MDxHealth SA,2021-11-04,2022-11-04,2022-12-04,published_late,2024-04-30,https://www.sec.gov/Archives/edgar/data/1872529/000121390024037806/ea0203819-20f_mdxhealt.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1872529/000121390024037806/ea0203819-20f_mdxhealt.htm,edgar_filing,"Board Diversity Matrix as of April 30, 2024. Total Number of Directors 7. Female 3 Male 4. Includes prior April 25, 2023 matrix.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive 20-F matrix; late versus initial due date.
released_after_required_window,high,1718224,BTBD,"BT Brands, Inc.",2021-11-12,2022-11-12,2022-12-12,published_late,2023-12-05,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,edgar_filing,"Board Diversity Matrix as of April 1, 2023. Total Number of Directors five. Directors Female 1 Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus initial due date.
released_after_required_window,high,1815436,,Advanced Health Intelligence Ltd,2021-11-19,2022-11-19,2022-12-19,published_late,2023-01-31,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,edgar_filing,Board Diversity Matrix. Total Number of Directors 7. Directors Female 2 Male 5.,not_found_in_current_sec_filings,,,no_company_url,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC 20-F matrix; late versus initial due date.
released_after_required_window,high,1873835,IMMX,"Immix Biopharma, Inc.",2021-12-16,2022-12-16,2023-01-15,published_late,2024-04-30,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,edgar_filing,"Board Diversity Matrix as of April 22, 2024. Total Number of Directors 8. Directors Female 4 Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus initial due date.
released_after_required_window,high,1070050,APCX,AppTech Payments Corp.,2022-01-06,2023-01-06,2023-02-05,published_late,2023-03-21,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of the Record Date). Total Number of Directors 7. Directors Female 1, Male 6.",found_current_sec_matrix,2025-04-17,https://www.sec.gov/Archives/edgar/data/1070050/000168316825002670/apptech_idef14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1658551,AMLX,"Amylyx Pharmaceuticals, Inc.",2022-01-07,2023-01-07,2023-02-06,published_late,2023-04-27,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 27, 2023). Total Number of Directors 6. Directors Female 2, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1874875,HOUR,"Hour Loop, Inc",2022-01-07,2023-01-07,2023-02-06,published_late,2023-02-20,https://ir.hourloop.com/corporate-governance/board-of-directors/,found_late_issuer_site_browser_confirmed,https://ir.hourloop.com/corporate-governance/board-of-directors/,issuer IR page,"Board Diversity Matrix (As of Feb 20, 2023). Board Size: Total Number of Directors 6. Directors Female 2, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser checked issuer IR board page and confirmed matrix text. Matrix date is after due date plus 30-day grace.
released_after_required_window,high,1880661,TPG,TPG Inc.,2022-01-13,2023-01-13,2023-02-12,published_late,2023-04-03,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,SEC PRE 14A,"Board Diversity Matrix. Total Number of Directors 14. Directors Female 4, Male 10.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found TPG matrix page and SEC filing; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1864943,FGI,FGI Industries Ltd.,2022-01-25,2023-01-25,2023-02-24,published_late,2023-04-27,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,SEC DEF 14A,"Board Diversity Matrix (as of April 6, 2023). Total Number of Directors 5. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found issuer governance page and SEC DEF 14A; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1786205,ACLX,"Arcellx, Inc.",2022-02-04,2023-02-04,2023-03-06,published_late,2023-04-14,https://www.sec.gov/Archives/edgar/data/1786205/000095017023012922/aclx_2022_pre_14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1786205/000095017023012922/aclx_2022_pre_14a.htm,SEC PRE 14A,"Board Diversity Matrix. Composition as of April 14, 2023. Total Number of Directors 7. Female 3, Male 4.",found_current_sec_matrix,2026-04-24,https://www.sec.gov/Archives/edgar/data/1786205/000119312526177460/d332400d10ka.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC archive document checked directly; second Board Diversity Matrix occurrence in filing body confirmed substantive matrix text. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1875558,NVCT,"Nuvectis Pharma, Inc.",2022-02-04,2023-02-04,2023-03-06,published_late,2023-04-28,https://www.sec.gov/Archives/edgar/data/1875558/000110465923052907/tm2313950d1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1875558/000110465923052907/tm2313950d1_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 28, 2023). Total Number of Directors 4. Directors Female 0, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1648087,AREB,AMERICAN REBEL HOLDINGS INC,2022-02-08,2023-02-08,2023-03-10,published_late,2024-03-05,https://www.sec.gov/Archives/edgar/data/1648087/000149315224008781/formdef14c.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1648087/000149315224008781/formdef14c.htm,SEC DEF 14C,"Board Diversity Matrix (As of November 30, 2023). Total Number of Directors 5. Directors Female 0, Male 5.",found_current_sec_matrix,2026-03-31,https://www.sec.gov/Archives/edgar/data/1648087/000149315226014291/form10-k.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14C; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1892322,HTCR,"HeartCore Enterprises, Inc.",2022-02-10,2023-02-10,2023-03-12,published_late,2025-01-01,https://heartcore-enterprises.com/corporate-governance.html,found_late_issuer_site_browser_confirmed,https://heartcore-enterprises.com/corporate-governance.html,issuer governance page,"Board Diversity Matrix (as of January 1, 2025). Total Number of Directors 6. Directors Female 1, Male 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,"Direct web open confirmed issuer governance page matrix. Browser tab was blocked by client, but page extraction showed substantive matrix text. Date is after due date plus 30-day grace."
released_after_required_window,high,1880613,DRCT,"Direct Digital Holdings, Inc.",2022-02-11,2023-02-11,2023-03-13,published_late,2023-05-01,https://www.sec.gov/Archives/edgar/data/1880613/000110465923054340/tm2313926d1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880613/000110465923054340/tm2313926d1_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (as of February 15, 2023). Total Number of Directors 5. Directors Female 2, Male 3.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1482541,BNC,CEA Industries Inc.,2022-02-14,2023-02-14,2023-03-16,published_late,2023-10-26,https://www.sec.gov/Archives/edgar/data/1482541/000149315223038392/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1482541/000149315223038392/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix Disclosure. Total Number of Directors 5. Directors Female 0, Male 5.",found_current_sec_matrix,2025-03-27,https://www.sec.gov/Archives/edgar/data/1482541/000164117225000913/form10-k.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1450704,VIVK,"Vivakor, Inc.",2022-02-15,2023-02-15,2023-03-17,published_late,2024-12-05,https://www.sec.gov/Archives/edgar/data/1450704/000182912624008066/vivakor_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1450704/000182912624008066/vivakor_def14a.htm,SEC DEF 14A,"Board Diversity Matrix. As of December 5, 2024 and December 31, 2023. Total No. of Directors 5 and 4.",found_current_sec_matrix,2026-06-08,https://www.sec.gov/Archives/edgar/data/1450704/000182912626006194/vivakor_def14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,2023 DEF 14A had no matrix; 2024 DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1835615,MHUAF,"Meihua International Medical Technologies Co., Ltd.",2022-02-16,2023-02-16,2023-03-18,published_late,2023-04-14,https://www.sec.gov/Archives/edgar/data/1835615/000121390023029709/f20f2022_meihua.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1835615/000121390023029709/f20f2022_meihua.htm,SEC 20-F,"Board Diversity Matrix. Country of Principal Executive Offices: China. Total Number of Directors 5. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC 20-F checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1880438,ANTX,"AN2 Therapeutics, Inc.",2022-03-25,2023-03-25,2023-04-24,published_late,2023-04-26,https://www.sec.gov/Archives/edgar/data/1880438/000095017023014794/antx-def14a-2022-final.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880438/000095017023014794/antx-def14a-2022-final.htm,SEC DEF 14A,"Board Diversity Matrix (as of April 26, 2023). Total Number of Directors 9. Directors Female 3, Male 6.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1894954,XPON,Expion360 Inc.,2022-04-01,2023-04-01,2023-05-01,published_late,2023-09-06,https://www.sec.gov/Archives/edgar/data/1894954/000190359623000697/xpon_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1894954/000190359623000697/xpon_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of August 24, 2023). Total Number of Directors 5. Directors Male 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions and issuer filing page found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1635077,ACON,"Aclarion, Inc.",2022-04-22,2023-04-22,2023-05-22,published_late,2023-11-13,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 21, 2023). Total Number of Directors 7. Directors Female 1, Male 6.",found_current_sec_matrix,2025-05-13,https://www.sec.gov/Archives/edgar/data/1635077/000168316825003452/aclarion_def14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1560293,TNON,"Tenon Medical, Inc.",2022-04-27,2023-04-27,2023-05-27,published_late,2023-08-04,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,SEC DEF 14A,"Board Diversity Matrix (As of July 18, 2023). Total Number of Directors 7. Directors Female 0, Male 7.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1886799,,Bright Green Corp,2022-05-17,2023-05-17,2023-06-16,published_late,2023-11-07,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of June 30, 2023). Total Number of Directors: Five. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1892274,GV,Visionary Holdings Inc.,2022-05-17,2023-05-17,2023-06-16,published_late,2023-08-15,https://www.sec.gov/Archives/edgar/data/1892274/000168316823005816/vedu_i20f-033123.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1892274/000168316823005816/vedu_i20f-033123.htm,SEC 20-F,"Board Diversity Matrix. Country of Principal Executive Offices: Canada. Total Number of Directors 5. Directors Female 1, Male 4.",found_current_sec_matrix,2026-01-28,https://www.sec.gov/Archives/edgar/data/1892274/000157587226000048/vedu-20250331.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC 20-F checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,923601,RIME,"Algorhythm Holdings, Inc.",2022-05-25,2023-05-25,2023-06-24,published_late,2023-11-24,https://www.sec.gov/Archives/edgar/data/923601/000149315223042672/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/923601/000149315223042672/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix (as of November 22, 2023). Total Number of Directors 10. Directors Female 0, Male 10.",found_current_sec_matrix,2024-12-19,https://www.sec.gov/Archives/edgar/data/923601/000149315224050745/formdef14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1879848,PEVM,PHOENIX MOTOR INC.,2022-06-08,2023-06-08,2023-07-08,published_late,2023-11-17,https://www.sec.gov/Archives/edgar/data/1879848/000110465923119221/tm2329940-2_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1879848/000110465923119221/tm2329940-2_def14a.htm,SEC DEF 14A,"Board Diversity Matrix as of November 8, 2023; Total Number of Directors 6; gender identity and demographic background categories included.",found_current_sec_matrix,2025-12-01,https://www.sec.gov/Archives/edgar/data/1879848/000149315225025586/formdef14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,"Confirmed via SEC filing text/search fallback; due 2023-06-08, first substantive located matrix in 2023-11-17 DEF 14A is late."
released_after_required_window,high,1674440,YYAI,AIRWA INC.,2022-06-16,2023-06-16,2023-07-16,published_late,2024-05-02,https://www.sec.gov/Archives/edgar/data/1674440/000149315224017592/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1674440/000149315224017592/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix as of March 31, 2024; Total Number of Directors 5; Female 0, Male 5; African American or Black Male 1; White Male 4; LGBTQ+ 0.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,"Confirmed via SEC filing text/search fallback; 2023 DEF 14A and 2024/2025 10-K checks did not show earlier matrix; due 2023-06-16, 2024-05-02 DEF 14A is late."
released_after_required_window,high,1872302,NA,Nano Labs Ltd,2022-07-12,2023-07-12,2023-08-11,published_late,2023-10-09,https://web.archive.org/web/20240228034920/https://ir.nano.cn/corporate-governance/board-diversity-matrix,,https://web.archive.org/web/20240228034920/https://ir.nano.cn/corporate-governance/board-diversity-matrix,,https://web.archive.org/web/20240228034920/https://ir.nano.cn/corporate-governance/board-diversity-matrix,,,,found,2023-10-10,https://web.archive.org/web/20231010/https://ir.nano.cn,not_found,Published matrix date is after due+30 grace.,
released_after_required_window,high,1748137,NEOV,NeoVolta Inc.,2022-07-29,2023-07-29,2023-08-28,published_late,2023-10-20,https://www.sec.gov/Archives/edgar/data/1748137/000168316823007315/neovolta_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1748137/000168316823007315/neovolta_def14a.htm,SEC DEF 14A,"Board Diversity Matrix as of October 16, 2023; Total Number of Directors 5; Male 4, Female 1; White Male 4, White Female 1.",,,,found,2023-07-29,https://web.archive.org/web/20230729/https://neovolta.com/investors,not_found,Published matrix date is after due+30 grace.,"Confirmed in 2023 SEC DEF 14A. Wayback PDF candidate at neovolta.com/wp-content/uploads/2023/08/1-Aug-2023-NeoVolta-Board-Diversity-Matrix.pdf was inspected and appears to be a blank template, so SEC proxy is controlling substantive evidence."
released_after_required_window,high,1881472,MEGL,Magic Empire Global Ltd,2022-08-05,2023-08-05,2023-09-04,published_late,2025-04-14,https://www.sec.gov/Archives/edgar/data/1881472/000164117225004566/form20-f.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1881472/000164117225004566/form20-f.htm,SEC 20-F,"Board Diversity Matrix; Hong Kong foreign private issuer; Total Number of Directors 5; Female 1, Male 4; underrepresented individual 0; LGBTQ+ 0; did not disclose demographic background 0.",found_current_sec_matrix,2026-04-10,https://www.sec.gov/Archives/edgar/data/1881472/000149315226016153/form20-f.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,"Confirmed in 2025 20-F. Earlier 2023 and 2024 20-F filings checked and did not contain matrix text; due 2023-08-05, so located publication is late."
