field,value,n,continued,not_continued,continued_share,continued_share_ci_low,continued_share_ci_high,ci_width,diff_vs_overall_pp,signal_confidence
hq_city_state_for_analysis,"Irvine, CA",4,4,0,1.0,0.5100999795960008,1.0,0.48990002040399916,28.57142857142857,too small
hq_city_state_for_analysis,"San Mateo, CA",3,3,0,1.0,0.43849391955098227,1.0,0.5615060804490177,28.57142857142857,too small
hq_city_state_for_analysis,"Watertown, MA",3,3,0,1.0,0.43849391955098227,1.0,0.5615060804490177,28.57142857142857,too small
hq_city_state_for_analysis,"Houston, TX",2,2,0,1.0,0.34237195288961925,1.0,0.6576280471103808,28.57142857142857,too small
hq_city_state_for_analysis,"Miami Beach, FL",2,2,0,1.0,0.34237195288961925,1.0,0.6576280471103808,28.57142857142857,too small
hq_city_state_for_analysis,"Mountain View, CA",2,2,0,1.0,0.34237195288961925,1.0,0.6576280471103808,28.57142857142857,too small
hq_city_state_for_analysis,"Acton, MA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Agoura Hills, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Anniston, AL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Arlington, VA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Boca Raton, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Boston Heights, OH",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Bradenton, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Brooklyn, NY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Camp Hill, PA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Campbell, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Chico, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Cincinnati, OH",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Culver City, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Dublin, OH",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"El Monte, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Framingham, MA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Fremont, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Gaithersburg, MD",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Greenwood Village, CO",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Humble, TX",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Kansas City, KS",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Langhorne, PA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Lexington, KY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Melville, NY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Mineola, NY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"North Brunswick, NJ",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Oak Brook, IL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Orlando, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Pittsburgh, PA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Pittsford, NY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Pleasanton, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Pompano Beach, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Ponte Vedra, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Purchase, NY",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Quincy, MA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"San Antonio, TX",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"San Carlos, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"San Jose, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Sarasota, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"St Petersburg, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Virginia Beach, VA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Washington, DC",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"West Covina, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"West Palm Beach, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Westlake Village, CA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Willow Park, TX",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Wilmington, DE",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Winter Park, FL",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"Woburn, MA",1,1,0,1.0,0.20654329147389294,1.0,0.7934567085261071,28.57142857142857,too small
hq_city_state_for_analysis,"New York, NY",5,4,1,0.8,0.3755282641185388,0.9637768390302125,0.5882485749116737,8.571428571428575,early signal
hq_city_state_for_analysis,"San Diego, CA",5,4,1,0.8,0.3755282641185388,0.9637768390302125,0.5882485749116737,8.571428571428575,early signal
hq_city_state_for_analysis,"San Francisco, CA",10,7,3,0.7,0.39677321997956516,0.892210712513788,0.49543749253422287,-1.4285714285714346,early signal
hq_city_state_for_analysis,"Dallas, TX",2,1,1,0.5,0.09452865480086614,0.9054713451991339,0.8109426903982677,-21.42857142857143,too small
hq_city_state_for_analysis,"Santa Clara, CA",2,1,1,0.5,0.09452865480086614,0.9054713451991339,0.8109426903982677,-21.42857142857143,too small
hq_city_state_for_analysis,"Waltham, MA",2,1,1,0.5,0.09452865480086614,0.9054713451991339,0.8109426903982677,-21.42857142857143,too small
hq_city_state_for_analysis,"Boston, MA",6,2,4,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.6032423460992544,-38.0952380952381,early signal
hq_city_state_for_analysis,"Cambridge, MA",2,0,2,0.0,0.0,0.6576280471103807,0.6576280471103807,-71.42857142857143,too small
hq_city_state_for_analysis,"Belvidere, NJ",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Burlington, MA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Carlsbad, CA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Charlotte, NC",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Chicago, IL",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Denver, CO",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Estero, FL",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Exploration Park, FL",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Ft. Pierce, FL",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Gig Harbor, WA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Henderson, NV",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Independence, OH",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"La Jolla, CA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Louisville, CO",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Miami, FL",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Scottsdale, AZ",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Seattle, WA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"South San Francisco, CA",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Summerville, SC",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
hq_city_state_for_analysis,"Tarrytown, NY",1,0,1,0.0,0.0,0.7934567085261071,0.7934567085261071,-71.42857142857143,too small
